lead_id,phone_number,full_name,created_at,campaign_id,post_id,landing_page,product_interest,region,branch,need_type,lead_status,lead_segment,utm_medium
WEB-00432,0988973037,Khách hàng 0432,1780496040,CMP-2026-Q2,P-Q2-08,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,new,nurture,email
WEB-00431,0992068206,Khách hàng 0431,1780511580,CMP-2026-Q2,P-Q2-08,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,new,nurture,referral
WEB-00458,0996167244,Khách hàng 0458,1780523400,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,new,hot,referral
WEB-00500,0999749948,Khách hàng 0500,1780600260,CMP-2026-Q2,P-Q2-11,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hải Phòng,Hỗ trợ hồ sơ,new,low_priority,cpc
WEB-02381,0996814006,Khách hàng 2381,1780660620,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,new,nurture,cpc
WEB-00434,0901152802,Khách hàng 0434,1780671060,CMP-2026-Q2,P-Q2-08,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,submitted,hot,referral
WEB-00495,0912104275,Khách hàng 0495,1780678200,CMP-2026-Q2,P-Q2-11,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,submitted,nurture,referral
WEB-02288,0947140137,Khách hàng 2288,1780685400,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,new,warm,email
WEB-00427,0961647287,Khách hàng 0427,1780700340,CMP-2026-Q2,P-Q2-08,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,contacting,nurture,organic
WEB-02263,0918142657,Khách hàng 2263,1780758960,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,submitted,low_priority,referral
WEB-00518,0928778622,Khách hàng 0518,1780765020,CMP-2026-Q2,P-Q2-12,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,So sánh sản phẩm,consulted,hot,referral
WEB-02307,0909251003,Khách hàng 2307,1780819860,CMP-2026-Q2,,/lp/cmp-2026-q2,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Hỏi ưu đãi,contacting,low_priority,referral
WEB-02214,0960596807,Khách hàng 2214,1780823520,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,won,hot,email
WEB-00450,0923863883,Khách hàng 0450,1780956780,CMP-2026-Q2,P-Q2-09,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Đà Nẵng,Hỗ trợ hồ sơ,consulted,warm,email
WEB-05554,0982447341,Khách hàng 2391,1780964640,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,unreachable,warm,cpc
WEB-00487,0931674815,Khách hàng 0487,1781092620,CMP-2026-Q2,P-Q2-10,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Mở mới,unreachable,nurture,cpc
WEB-02038,0903729100,Khách hàng 2038,1781102220,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,submitted,warm,email
WEB-00527,0963872747,Khách hàng 0527,1781248800,CMP-2026-Q2,P-Q2-13,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,submitted,nurture,email
WEB-02461,0902589372,Khách hàng 2461,1781283660,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Mở mới,won,hot,email
WEB-02369,0935545134,Khách hàng 2369,1781351400,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,submitted,warm,email
WEB-00531,0900630543,Khách hàng 0531,1781375460,CMP-2026-Q2,P-Q2-13,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Mở mới,contacting,low_priority,organic
WEB-00515,0955638525,Khách hàng 0515,1781378040,CMP-2026-Q2,P-Q2-12,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Đà Nẵng,Mở mới,contacting,nurture,referral
WEB-00489,0969783879,Khách hàng 0489,1781380020,CMP-2026-Q2,P-Q2-10,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,submitted,nurture,referral
WEB-02403,0948080832,Khách hàng 2403,1781459460,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Nha Trang,Hỗ trợ hồ sơ,unreachable,low_priority,cpc
WEB-00519,0980407539,Khách hàng 0519,1781636400,CMP-2026-Q2,P-Q2-12,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,won,warm,cpc
WEB-00548,0956984950,Khách hàng 0548,1781639640,CMP-2026-Q2,P-Q2-14,/lp/cmp-2026-q2,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,submitted,hot,email
WEB-00526,0956636629,Khách hàng 0526,1781703360,CMP-2026-Q2,P-Q2-13,/lp/cmp-2026-q2,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,consulted,nurture,email
WEB-00522,0956863534,Khách hàng 0522,1781725740,CMP-2026-Q2,P-Q2-12,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,new,low_priority,email
WEB-00517,0901693786,Khách hàng 0517,1781812380,CMP-2026-Q2,P-Q2-12,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,So sánh sản phẩm,new,warm,email
WEB-00523,0974713551,Khách hàng 0523,1781905800,CMP-2026-Q2,P-Q2-13,/lp/cmp-2026-q2,Tài khoản lương,Miền Trung,CN Nha Trang,Mở mới,new,warm,referral
WEB-00538,0938361621,Khách hàng 0538,1781974020,CMP-2026-Q2,P-Q2-14,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Mở mới,new,warm,organic
WEB-02277,0923233078,Khách hàng 2277,1781987400,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,new,low_priority,organic
WEB-00559,0973379551,Khách hàng 0559,1782159480,CMP-2026-Q2,P-Q2-14,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Bình Dương,Mở mới,won,nurture,organic
WEB-00528,0999788738,Khách hàng 0528,1782240420,CMP-2026-Q2,P-Q2-13,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN TP.HCM - Quận 1,Mở mới,contacting,nurture,email
WEB-02428,0953266791,Khách hàng 2428,1782304980,CMP-2026-Q2,,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Mở mới,consulted,warm,organic
WEB-02480,0996829237,Khách hàng 2480,1782486540,CMP-2026-Q2,,/lp/cmp-2026-q2,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,new,low_priority,email
WEB-00534,0939315201,Khách hàng 0534,1782490680,CMP-2026-Q2,P-Q2-14,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,new,nurture,email
WEB-00552,0910217957,Khách hàng 0552,1783337340,CMP-2026-Q2,P-Q2-14,/lp/cmp-2026-q2,Vay mua nhà,Miền Trung,CN Huế,Hỗ trợ hồ sơ,submitted,nurture,email
WEB-00541,0911087275,Khách hàng 0541,1783345440,CMP-2026-Q2,P-Q2-14,/lp/cmp-2026-q2,Vay mua nhà,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,new,warm,cpc
WEB-00546,0970590773,Khách hàng 0546,1783345560,CMP-2026-Q2,P-Q2-14,/lp/cmp-2026-q2,App số & Tiết kiệm online,Miền Trung,CN Huế,Mở mới,new,warm,referral
WEB-02625,0920278746,Khách hàng 2625,1783365900,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Mở mới,contacting,low_priority,email
WEB-03787,0958589483,Khách hàng 3787,1783416240,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,submitted,warm,email
WEB-03459,0913835058,Khách hàng 3459,1783419300,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,So sánh sản phẩm,won,nurture,organic
WEB-03570,0936148717,Khách hàng 3570,1783435500,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Mở mới,new,nurture,organic
WEB-03133,0941262254,Khách hàng 3133,1783516440,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Huế,So sánh sản phẩm,won,warm,organic
WEB-00561,0981856488,Khách hàng 0561,1783544880,CMP-2026-Q2,P-Q2-15,/lp/cmp-2026-q2,Tài khoản lương,Miền Trung,CN Đà Nẵng,Hỗ trợ hồ sơ,consulted,nurture,referral
WEB-03192,0965750621,Khách hàng 3192,1783589040,CMP-2026-Q3,,/lp/cmp-2026-q3,Vay mua nhà,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,contacting,warm,referral
WEB-00569,0979750650,Khách hàng 0569,1783626480,CMP-2026-Q3,P-Q3-01,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Huế,Hỗ trợ hồ sơ,won,hot,cpc
WEB-02763,0979815781,Khách hàng 2763,1783628400,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Mở mới,consulted,nurture,email
WEB-02887,0952201736,Khách hàng 2887,1783690440,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,submitted,warm,email
WEB-02571,0997661869,Khách hàng 2571,1783708380,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,contacting,nurture,referral
WEB-03633,0908576087,Khách hàng 3633,1783760880,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Mở mới,consulted,low_priority,organic
WEB-03367,0973050127,Khách hàng 3367,1783773180,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,submitted,nurture,email
WEB-03611,0919896067,Khách hàng 3611,1783798740,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Mở mới,won,nurture,organic
WEB-05552,0946551394,Khách hàng 3169,1783821660,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,new,nurture,email
WEB-05505,0959808503,Khách hàng 3212,1783828860,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Huế,Tư vấn sản phẩm,won,hot,email
WEB-05603,0979942235,Khách hàng 3748,1783883820,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,So sánh sản phẩm,new,warm,cpc
WEB-03790,0952820254,Khách hàng 3790,1783952760,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,new,hot,organic
WEB-03712,0963337590,Khách hàng 3712,1784036700,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Hỏi ưu đãi,new,hot,email
WEB-03284,0951428767,Khách hàng 3284,1784056680,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,So sánh sản phẩm,won,warm,referral
WEB-03101,0980897551,Khách hàng 3101,1784215680,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Hỏi ưu đãi,new,nurture,cpc
WEB-02870,0957507059,Khách hàng 2870,1784234880,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,new,warm,cpc
WEB-03256,0900120047,Khách hàng 3256,1784235240,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Nha Trang,Mở mới,consulted,nurture,referral
WEB-03462,0971767509,Khách hàng 3462,1784281320,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,consulted,low_priority,organic
WEB-03510,0953559232,Khách hàng 3510,1784363760,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,new,low_priority,email
WEB-03469,0928061844,Khách hàng 3469,1784374620,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,consulted,nurture,organic
WEB-02714,0958173142,Khách hàng 2714,1784384280,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,Hỗ trợ hồ sơ,contacting,low_priority,organic
WEB-03432,0936771972,Khách hàng 3432,1784402520,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,new,warm,cpc
WEB-00576,0935741534,Khách hàng 0576,1784402700,CMP-2026-Q3,P-Q3-02,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,consulted,low_priority,referral
WEB-00578,0939545368,Khách hàng 0578,1784415420,CMP-2026-Q3,P-Q3-02,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,contacting,hot,email
WEB-00586,0954056147,Khách hàng 0586,1784459520,CMP-2026-Q3,P-Q3-03,/lp/cmp-2026-q3,Tài khoản lương,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,contacting,hot,referral
WEB-03187,0941464182,Khách hàng 3187,1784462580,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Mở mới,contacting,warm,organic
WEB-03373,0953525492,Khách hàng 3373,1784552040,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,new,hot,email
WEB-03228,0903303468,Khách hàng 3228,1784652840,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,won,nurture,referral
WEB-03664,0904418325,Khách hàng 3664,1784662920,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Mở mới,new,hot,referral
WEB-02596,0980742192,Khách hàng 2596,1784714160,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,won,hot,email
WEB-03731,0917457116,Khách hàng 3731,1784716080,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,consulted,hot,referral
WEB-03710,0921528041,Khách hàng 3710,1784716920,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,contacting,hot,organic
WEB-03117,0957778682,Khách hàng 3117,1784720460,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Nha Trang,So sánh sản phẩm,submitted,warm,cpc
WEB-02578,0903455664,Khách hàng 2578,1784794620,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,consulted,low_priority,organic
WEB-03416,0903585264,Khách hàng 3416,1784891280,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,contacting,nurture,organic
WEB-03763,0915348625,Khách hàng 3763,1784909160,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,won,nurture,referral
WEB-00592,0993606791,Khách hàng 0592,1784998920,CMP-2026-Q3,P-Q3-04,/lp/cmp-2026-q3,Thẻ tín dụng hoàn tiền,Miền Trung,CN Huế,Hỏi ưu đãi,contacting,hot,organic
WEB-03401,0907375766,Khách hàng 3401,1785004620,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Huế,Hỏi ưu đãi,submitted,warm,referral
WEB-02894,0918680613,Khách hàng 2894,1785011520,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Hỏi ưu đãi,new,warm,email
WEB-02895,0918511612,Khách hàng 2895,1785065760,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,submitted,low_priority,organic
WEB-02730,0960922381,Khách hàng 2730,1785082020,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,consulted,nurture,referral
WEB-00570,0935129270,Khách hàng 0570,1785084780,CMP-2026-Q3,P-Q3-01,/lp/cmp-2026-q3,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,submitted,warm,organic
WEB-03407,0950725066,Khách hàng 3407,1785157800,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,So sánh sản phẩm,contacting,low_priority,referral
WEB-00565,0928522651,Khách hàng 0565,1785165780,CMP-2026-Q3,P-Q3-01,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,contacting,nurture,referral
WEB-03628,0928529488,Khách hàng 3628,1785238980,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,new,warm,referral
WEB-03736,0943802518,Khách hàng 3736,1785244860,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,So sánh sản phẩm,submitted,nurture,referral
WEB-03924,0938362220,Khách hàng 3924,1785329820,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,won,warm,referral
WEB-03753,0930605726,Khách hàng 3753,1785348600,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,contacting,nurture,organic
WEB-02917,0987189912,Khách hàng 2917,1785402600,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,new,warm,referral
WEB-03851,0960577094,Khách hàng 3851,1785492480,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,consulted,nurture,organic
WEB-02847,0920884247,Khách hàng 2847,1785525180,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,new,nurture,organic
WEB-00613,0976028417,Khách hàng 0613,1785787320,CMP-2026-Q3,P-Q3-06,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,contacting,warm,organic
WEB-05614,0992484078,Khách hàng 2700,1785835080,CMP-2026-Q3,,/lp/cmp-2026-q3,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,unreachable,nurture,email
WEB-03144,0961904110,Khách hàng 3144,1785918240,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Huế,Tư vấn sản phẩm,consulted,nurture,cpc
WEB-00609,0977147451,Khách hàng 0609,1785957000,CMP-2026-Q3,P-Q3-06,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Mở mới,new,low_priority,cpc
WEB-00630,0916391617,Khách hàng 0630,1786036500,CMP-2026-Q3,P-Q3-06,/lp/cmp-2026-q3,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,consulted,low_priority,referral
WEB-03766,0923462777,Khách hàng 3766,1786040100,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,submitted,nurture,email
WEB-00612,0916167008,Khách hàng 0612,1786127820,CMP-2026-Q3,P-Q3-06,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Huế,Tư vấn sản phẩm,new,hot,organic
WEB-03911,0916064300,Khách hàng 3911,1786194960,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,consulted,warm,organic
WEB-00640,0987115392,Khách hàng 0640,1786265160,CMP-2026-Q3,P-Q3-07,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,Mở mới,unreachable,nurture,email
WEB-02814,0918960531,Khách hàng 2814,1786368840,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,contacting,nurture,referral
WEB-03188,0973929237,Khách hàng 3188,1786387380,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,consulted,nurture,email
WEB-00629,0911357853,Khách hàng 0629,1786401360,CMP-2026-Q3,P-Q3-06,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Hỏi ưu đãi,new,low_priority,email
WEB-03339,0937036425,Khách hàng 3339,1786461600,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,new,warm,organic
WEB-02846,0905550385,Khách hàng 2846,1786543020,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,new,low_priority,email
WEB-03649,0915542560,Khách hàng 3649,1786544100,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,contacting,nurture,organic
WEB-02862,0900934902,Khách hàng 2862,1786617600,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Mở mới,won,hot,cpc
WEB-02924,0984015243,Khách hàng 2924,1786637820,CMP-2026-Q3,,/lp/cmp-2026-q3,Vay mua nhà,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,contacting,warm,referral
WEB-03569,0971976766,Khách hàng 3569,1786702800,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,submitted,nurture,referral
WEB-00593,0953247556,Khách hàng 0593,1786736520,CMP-2026-Q3,P-Q3-04,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,unreachable,hot,referral
WEB-02998,0930394084,Khách hàng 2998,1786737420,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Mở mới,contacting,hot,email
WEB-03362,0986163586,Khách hàng 3362,1786737960,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Mở mới,won,nurture,email
WEB-02873,0912355768,Khách hàng 2873,1786790700,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,contacting,low_priority,referral
WEB-03105,0963989995,Khách hàng 3105,1786824720,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Mở mới,contacting,warm,email
WEB-02540,0906664408,Khách hàng 2540,1786876140,CMP-2026-Q3,,/lp/cmp-2026-q3,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,consulted,nurture,organic
WEB-00660,0900418587,Khách hàng 0660,1786906920,CMP-2026-Q3,P-Q3-08,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,new,nurture,referral
WEB-00631,0998879445,Khách hàng 0631,1786916880,CMP-2026-Q3,P-Q3-06,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,won,warm,referral
WEB-03445,0961719325,Khách hàng 3445,1786958460,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Trung,CN Nha Trang,Hỗ trợ hồ sơ,contacting,nurture,referral
WEB-00642,0986410359,Khách hàng 0642,1786962060,CMP-2026-Q3,P-Q3-08,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,new,hot,email
WEB-00598,0905964560,Khách hàng 0598,1787001000,CMP-2026-Q3,P-Q3-05,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Hỏi ưu đãi,new,warm,email
WEB-02975,0914386409,Khách hàng 2975,1787044200,CMP-2026-Q3,,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,contacting,warm,referral
WEB-03703,0947443215,Khách hàng 3703,1787067780,CMP-2026-Q3,,/lp/cmp-2026-q3,Vay mua nhà,Miền Nam,CN Cần Thơ,Mở mới,contacting,hot,organic
WEB-00637,0912312982,Khách hàng 0637,1787074260,CMP-2026-Q3,P-Q3-07,/lp/cmp-2026-q3,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,contacting,warm,cpc
