id,phone,name,created_at,campaign,post_id,product,region,need,status,quality,channel_page
SIB-05501,0994 693 638,Khách hàng 4519,2026-11-01 20:06:00,CMP-2026-Q4,,Thẻ tín dụng hoàn tiền,Miền Bắc,Mở mới,consulted,low_priority,KPIM Bank
SIB-00841,0928 062 225,Khách hàng 0841,2026-11-02 09:28:00,CMP-2026-Q4,P-Q4-04,Tài khoản lương,Miền Trung,Tư vấn sản phẩm,contacting,warm,KPIM Bank
SIB-00849,0932 685 943,Khách hàng 0849,2026-11-04 17:40:00,CMP-2026-Q4,P-Q4-05,Tài khoản lương,Miền Bắc,Mở mới,unreachable,warm,KPIM Bank
SIB-00894,0931 147 198,Khách hàng 0894,2026-11-07 10:56:00,CMP-2026-Q4,P-Q4-06,Tài khoản lương,Miền Bắc,Mở mới,consulted,warm,KPIM Bank - CSKH
SIB-00897,0904 664 511,Khách hàng 0897,2026-11-08 16:11:00,CMP-2026-Q4,P-Q4-06,Tài khoản lương,Miền Nam,Hỏi ưu đãi,new,nurture,KPIM Bank - CSKH
SIB-04297,0913 349 789,Khách hàng 4297,2026-11-09 09:49:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,So sánh sản phẩm,contacting,low_priority,KPIM Bank
SIB-05172,0985 655 458,Khách hàng 5172,2026-11-09 18:59:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Tư vấn sản phẩm,contacting,low_priority,KPIM Bank
SIB-05634,0958 550 188,Khách hàng 5422,2026-11-10 04:57:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Hỗ trợ hồ sơ,contacting,warm,KPIM Bank
SIB-05608,0907 336 006,Khách hàng 0900,2026-11-12 02:50:00,CMP-2026-Q4,P-Q4-06,Tài khoản lương,Miền Nam,Tư vấn sản phẩm,contacting,warm,KPIM Bank - CSKH
SIB-00854,0956 212 697,Khách hàng 0854,2026-11-12 20:25:00,CMP-2026-Q4,P-Q4-05,Tài khoản lương,Miền Bắc,Mở mới,new,nurture,KPIM Bank
SIB-00851,0925 068 366,Khách hàng 0851,2026-11-12 22:54:00,CMP-2026-Q4,P-Q4-05,Tài khoản lương,Miền Nam,Mở mới,consulted,warm,KPIM Bank
SIB-04112,0986 867 494,Khách hàng 4112,2026-11-13 11:47:00,CMP-2026-Q4,,Tài khoản lương,Miền Trung,Mở mới,contacting,hot,KPIM Bank - CSKH
SIB-05244,0944 875 452,Khách hàng 5244,2026-11-14 08:57:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,So sánh sản phẩm,consulted,hot,KPIM Bank - CSKH
SIB-00926,0991 073 384,Khách hàng 0926,2026-11-15 13:52:00,CMP-2026-Q4,P-Q4-08,Tài khoản lương,Miền Bắc,Mở mới,consulted,nurture,KPIM Bank
SIB-00884,0922 834 377,Khách hàng 0884,2026-11-15 14:39:00,CMP-2026-Q4,P-Q4-06,Tài khoản lương,Miền Nam,Mở mới,contacting,nurture,KPIM Bank
SIB-04356,0902 863 300,Khách hàng 4356,2026-11-15 16:48:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Tư vấn sản phẩm,submitted,nurture,KPIM Bank
SIB-05584,0926 837 151,Khách hàng 4254,2026-11-16 12:07:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Mở mới,consulted,hot,KPIM Bank
SIB-04277,0957 926 899,Khách hàng 4277,2026-11-16 12:58:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Mở mới,new,low_priority,KPIM Bank - CSKH
SIB-00852,0940 298 591,Khách hàng 0852,2026-11-16 15:54:00,CMP-2026-Q4,P-Q4-05,Tài khoản lương,Miền Bắc,So sánh sản phẩm,contacting,low_priority,KPIM Bank
SIB-05541,0925 863 584,Khách hàng 4589,2026-11-20 11:01:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Hỏi ưu đãi,new,nurture,KPIM Bank - CSKH
SIB-05670,0993 772 134,Khách hàng 4552,2026-11-21 03:48:00,CMP-2026-Q4,,Tài khoản lương,Miền Trung,Tư vấn sản phẩm,submitted,low_priority,KPIM Bank
SIB-04675,0980 809 048,Khách hàng 4675,2026-11-25 19:05:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Mở mới,new,nurture,KPIM Bank
SIB-00925,0998 711 266,Khách hàng 0925,2026-11-27 07:46:00,CMP-2026-Q4,P-Q4-08,Tài khoản lương,Miền Nam,Tư vấn sản phẩm,contacting,warm,KPIM Bank
SIB-00950,0957 628 448,Khách hàng 0950,2026-11-27 15:03:00,CMP-2026-Q4,P-Q4-09,Tài khoản lương,Miền Bắc,Tư vấn sản phẩm,submitted,nurture,KPIM Bank
SIB-00940,0962 132 069,Khách hàng 0940,2026-11-28 10:23:00,CMP-2026-Q4,P-Q4-09,Tài khoản lương,Miền Bắc,Hỗ trợ hồ sơ,consulted,nurture,KPIM Bank - CSKH
SIB-05458,0965 046 457,Khách hàng 5458,2026-11-28 15:40:00,CMP-2026-Q4,,Tài khoản lương,Miền Trung,Tư vấn sản phẩm,new,low_priority,KPIM Bank
SIB-05280,0994 337 045,Khách hàng 5280,2026-11-29 20:11:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Mở mới,contacting,low_priority,KPIM Bank - CSKH
SIB-05174,0988 467 637,Khách hàng 5174,2026-11-30 10:58:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Mở mới,unreachable,warm,KPIM Bank - CSKH
SIB-00959,0918 950 483,Khách hàng 0959,2026-11-30 18:05:00,CMP-2026-Q4,P-Q4-10,Tài khoản lương,Miền Nam,Hỗ trợ hồ sơ,submitted,nurture,KPIM Bank
SIB-00931,0977 660 288,Khách hàng 0931,2026-12-01 07:56:00,CMP-2026-Q4,P-Q4-08,Tài khoản lương,Miền Nam,Hỗ trợ hồ sơ,contacting,nurture,KPIM Bank
SIB-00979,0945 116 305,Khách hàng 0979,2026-12-01 08:00:00,CMP-2026-Q4,P-Q4-11,Tài khoản lương,Miền Bắc,Hỗ trợ hồ sơ,consulted,warm,KPIM Bank
SIB-04146,0921 499 950,Khách hàng 4146,2026-12-01 17:59:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Mở mới,consulted,warm,KPIM Bank
SIB-04125,0947 832 555,Khách hàng 4125,2026-12-01 19:35:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Mở mới,new,nurture,KPIM Bank - CSKH
SIB-05525,0984 210 324,Khách hàng 4253,2026-12-03 13:51:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Hỏi ưu đãi,new,nurture,KPIM Bank
SIB-00970,0926 719 363,Khách hàng 0970,2026-12-04 07:45:00,CMP-2026-Q4,P-Q4-11,Tài khoản lương,Miền Bắc,Mở mới,won,hot,KPIM Bank
SIB-04717,0998 176 900,Khách hàng 4717,2026-12-04 11:30:00,CMP-2026-Q4,,Tài khoản lương,Miền Trung,Mở mới,contacting,warm,KPIM Bank - CSKH
SIB-01031,0978 662 041,Khách hàng 1031,2026-12-05 19:09:00,CMP-2026-Q4,P-Q4-12,Tài khoản lương,Miền Nam,Mở mới,won,nurture,KPIM Bank
SIB-00976,0936 771 643,Khách hàng 0976,2026-12-06 19:55:00,CMP-2026-Q4,P-Q4-11,Tài khoản lương,Miền Bắc,Tư vấn sản phẩm,contacting,warm,KPIM Bank - CSKH
SIB-00958,0985 515 229,Khách hàng 0958,2026-12-09 11:11:00,CMP-2026-Q4,P-Q4-10,Tài khoản lương,Miền Nam,Mở mới,new,hot,KPIM Bank - CSKH
SIB-04561,0936 905 200,Khách hàng 4561,2026-12-10 14:09:00,CMP-2026-Q4,,Tài khoản lương,Miền Trung,Hỗ trợ hồ sơ,new,nurture,KPIM Bank
SIB-00969,0994 383 765,Khách hàng 0969,2026-12-11 12:27:00,CMP-2026-Q4,P-Q4-11,Tài khoản lương,Miền Nam,Mở mới,new,nurture,KPIM Bank - CSKH
SIB-04799,0965 123 675,Khách hàng 4799,2026-12-11 13:20:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Tư vấn sản phẩm,consulted,low_priority,KPIM Bank
SIB-01043,0975 041 867,Khách hàng 1043,2026-12-13 17:12:00,CMP-2026-Q4,P-Q4-13,Tài khoản lương,Miền Bắc,Hỏi ưu đãi,consulted,warm,KPIM Bank - CSKH
SIB-05531,0971 508 292,Khách hàng 5171,2026-12-14 09:19:00,CMP-2026-Q4,,Vay mua nhà,Miền Bắc,Hỗ trợ hồ sơ,new,warm,KPIM Bank
SIB-00993,0963 283 099,Khách hàng 0993,2026-12-14 10:08:00,CMP-2026-Q4,P-Q4-12,Tài khoản lương,Miền Nam,Tư vấn sản phẩm,new,nurture,KPIM Bank
SIB-04565,0901 028 557,Khách hàng 4565,2026-12-14 11:50:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Hỏi ưu đãi,won,hot,KPIM Bank
SIB-01010,0931 005 018,Khách hàng 1010,2026-12-14 15:59:00,CMP-2026-Q4,P-Q4-12,Tài khoản lương,Miền Bắc,Hỏi ưu đãi,new,warm,KPIM Bank
SIB-04000,0928 257 469,Khách hàng 4000,2026-12-14 20:00:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Hỗ trợ hồ sơ,contacting,nurture,KPIM Bank - CSKH
SIB-05257,0987 763 840,Khách hàng 5257,2026-12-14 20:23:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Hỗ trợ hồ sơ,contacting,low_priority,KPIM Bank - CSKH
SIB-01012,0925 273 742,Khách hàng 1012,2026-12-15 15:14:00,CMP-2026-Q4,P-Q4-12,Tài khoản lương,Miền Bắc,Tư vấn sản phẩm,won,warm,KPIM Bank - CSKH
SIB-01023,0906 537 695,Khách hàng 1023,2026-12-16 09:46:00,CMP-2026-Q4,P-Q4-12,Tài khoản lương,Miền Bắc,Mở mới,new,low_priority,KPIM Bank - CSKH
SIB-00967,0953 175 246,Khách hàng 0967,2026-12-17 18:09:00,CMP-2026-Q4,P-Q4-11,Tài khoản lương,Miền Trung,Mở mới,unreachable,hot,KPIM Bank - CSKH
SIB-01003,0971 024 613,Khách hàng 1003,2026-12-18 17:04:00,CMP-2026-Q4,P-Q4-12,Tài khoản lương,Miền Nam,Hỗ trợ hồ sơ,unreachable,hot,KPIM Bank - CSKH
SIB-00982,0943 858 275,Khách hàng 0982,2026-12-19 11:53:00,CMP-2026-Q4,P-Q4-11,Tài khoản lương,Miền Nam,Mở mới,contacting,nurture,KPIM Bank - CSKH
SIB-04042,0925 157 328,Khách hàng 4042,2026-12-19 14:49:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Mở mới,new,hot,KPIM Bank - CSKH
SIB-01001,0911 097 613,Khách hàng 1001,2026-12-21 09:44:00,CMP-2026-Q4,P-Q4-12,Tài khoản lương,Miền Nam,Mở mới,contacting,warm,KPIM Bank
SIB-01060,0996 036 192,Khách hàng 1060,2026-12-21 15:28:00,CMP-2026-Q4,P-Q4-14,Tài khoản lương,Miền Bắc,So sánh sản phẩm,new,hot,KPIM Bank
SIB-00997,0978 502 663,Khách hàng 0997,2026-12-22 09:05:00,CMP-2026-Q4,P-Q4-12,Tài khoản lương,Miền Nam,Hỏi ưu đãi,new,warm,KPIM Bank - CSKH
SIB-04007,0960 128 012,Khách hàng 4007,2026-12-22 13:00:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,Mở mới,new,low_priority,KPIM Bank
SIB-01084,0913 581 587,Khách hàng 1084,2026-12-22 16:21:00,CMP-2026-Q4,P-Q4-14,Tài khoản lương,Miền Trung,Tư vấn sản phẩm,won,warm,KPIM Bank - CSKH
SIB-05668,0969 241 821,Khách hàng 5437,2026-12-24 03:45:00,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,So sánh sản phẩm,consulted,hot,KPIM Bank - CSKH
SIB-04546,0938 638 921,Khách hàng 4546,2026-12-24 09:16:00,CMP-2026-Q4,,Tài khoản lương,Miền Nam,Mở mới,consulted,warm,KPIM Bank - CSKH
SIB-01065,0985 851 211,Khách hàng 1065,2027-01-03 12:48:00,CMP-2026-Q4,P-Q4-14,Tài khoản lương,Miền Nam,Mở mới,won,warm,KPIM Bank - CSKH
SIB-01083,0995 838 522,Khách hàng 1083,2027-01-03 19:48:00,CMP-2026-Q4,P-Q4-14,Tài khoản lương,Miền Bắc,Tư vấn sản phẩm,won,hot,KPIM Bank - CSKH
SIB-01087,0929 339 380,Khách hàng 1087,2027-01-09 12:03:00,CMP-2026-Q4,P-Q4-15,Tài khoản lương,Miền Nam,Mở mới,won,nurture,KPIM Bank
